Date,County Name,Partially Vaccinated,Fully Vaccinated,First Booster Dose,Second Booster Dose,Bivalent Booster 1
04/28/2022,Berks,64,73,134,270,
04/17/2022,Monroe,11,5,8,8,
04/22/2022,Dauphin,38,39,50,228,
12/20/2021,Franklin,139,83,444,,
08/02/2022,Union,1,2,,14,
12/11/2021,Bradford,26,13,35,,
12/12/2021,Montgomery,809,1692,1454,,
03/19/2021,Northumberland,328,145,,,
05/20/2021,Blair,321,273,,,
11/01/2022,Adams,2,1,,,204
09/19/2022,Cambria,6,3,1,,185
02/13/2021,Clearfield,135,26,,,
03/13/2021,Lebanon,473,579,,,
07/17/2022,Carbon,2,2,,7,
03/02/2022,Lackawanna,28,29,46,,
06/10/2022,Allegheny,176,212,356,770,
11/18/2022,Franklin,12,7,,,158
05/26/2021,Pike,84,369,,,
03/08/2021,Centre,869,292,,,
12/30/2021,Perry,43,39,84,,
07/28/2022,Lebanon,24,20,15,88,
05/12/2022,York,52,71,87,399,
12/21/2020,Lancaster,386,,,,
11/02/2022,Snyder,1,1,,,60
11/30/2021,Allegheny,2052,2094,5253,,
09/17/2021,Luzerne,226,382,174,,
08/01/2022,Cumberland,36,20,42,75,
11/06/2022,Warren,,,,,16
04/11/2022,Lycoming,16,18,27,121,
03/26/2021,Cumberland,1876,1266,,,
04/28/2021,Franklin,204,391,,,
03/17/2021,Northumberland,393,133,,,
10/21/2022,Potter,,2,,,25
05/02/2022,Dauphin,24,45,23,200,
03/26/2021,Dauphin,1388,1157,,,
01/11/2022,Lawrence,44,37,84,,
06/03/2021,Columbia,54,127,,,
09/07/2021,Columbia,39,36,1,,
12/30/2020,Butler,368,,,,
04/27/2021,Warren,217,173,,,
01/13/2021,Fayette,202,105,,,
01/05/2022,York,480,257,1204,,
07/15/2022,Northumberland,3,8,11,39,
05/30/2022,Adams,1,2,2,3,
12/23/2020,Lehigh,1328,,,,
12/05/2021,Lackawanna,123,165,205,,
09/21/2021,Montgomery,376,423,224,,
12/13/2021,Philadelphia,1957,1457,5115,,
12/12/2021,Bradford,18,3,19,,
11/14/2021,Beaver,86,23,122,,
01/20/2022,Wyoming,14,12,24,,
12/18/2020,Northumberland,128,,,,
12/30/2020,Huntingdon,34,,,,
09/14/2022,Lebanon,5,7,,,136
04/29/2022,Huntingdon,11,8,5,43,
03/25/2021,Wyoming,160,91,,,
09/30/2022,Montgomery,75,69,18,,2984
10/26/2021,Susquehanna,31,12,168,,
04/28/2021,Luzerne,1204,1978,,,
05/04/2021,Out-of-State,1523,4125,,,
04/20/2022,Snyder,2,4,5,18,
07/16/2022,Schuylkill,9,3,14,24,
12/16/2021,Bucks,1106,481,2303,,
01/04/2021,Venango,85,,,,
10/11/2022,Lancaster,26,34,3,,1016
05/25/2022,Lycoming,7,12,13,74,
10/20/2021,Clinton,16,11,75,,
09/11/2022,Northumberland,,1,,,13
04/05/2021,Somerset,80,557,,,
02/08/2021,Beaver,520,169,,,
07/23/2022,Westmoreland,21,15,22,83,
03/30/2021,Schuylkill,533,401,,,
06/07/2021,Northumberland,71,125,,,
12/17/2021,Franklin,135,104,366,,
07/02/2022,Allegheny,67,42,78,138,
05/04/2021,Snyder,58,44,,,
03/03/2022,Out-of-State,196,93,85,,
03/01/2022,Northampton,38,41,49,,
06/30/2022,Lycoming,16,6,13,36,
11/08/2021,Westmoreland,296,127,960,,
03/06/2021,Carbon,98,76,,,
09/06/2021,Cumberland,44,65,7,,
03/15/2021,Adams,520,281,,,
11/07/2022,Wayne,,1,,,60
09/05/2021,Berks,132,151,14,,
04/22/2021,Butler,758,695,,,
08/11/2022,Luzerne,16,27,22,53,
07/02/2022,Adams,6,2,4,3,
01/08/2021,Northumberland,194,122,,,
10/19/2021,Allegheny,770,478,2291,,
02/05/2021,Cumberland,726,506,,,
10/22/2021,Mercer,88,83,288,,
04/27/2022,Armstrong,9,8,6,44,
03/04/2021,Butler,953,1595,,,
02/28/2022,Beaver,20,30,32,,
09/21/2022,Armstrong,7,1,,,74
09/01/2021,Lycoming,114,105,25,,
05/21/2022,York,25,48,63,259,
11/28/2021,Dauphin,257,698,394,,
09/02/2022,Berks,37,19,8,,9
02/22/2021,Wyoming,22,37,,,
11/19/2021,Northampton,423,126,1391,,
02/01/2022,Lancaster,164,239,448,,
03/10/2022,Chester,83,69,103,,
08/13/2021,Butler,167,149,4,,
02/19/2021,Schuylkill,171,390,,,
03/13/2021,Delaware,2723,2606,,,
12/14/2021,Delaware,837,503,1974,,
01/30/2021,Centre,660,204,,,
11/05/2022,Beaver,,2,,,160
01/10/2022,Northampton,307,116,620,,
11/15/2021,Union,62,16,110,,
02/02/2021,Greene,100,11,,,
12/09/2021,Clinton,25,9,99,,
11/15/2022,Pike,,2,,,70
08/09/2021,Philadelphia,1600,1219,,,
10/12/2021,Venango,39,38,310,,
01/29/2021,Northampton,1271,391,,,
01/28/2021,Beaver,750,156,,,
09/29/2021,Snyder,16,25,39,,
11/15/2022,Jefferson,1,3,,,52
10/13/2022,Clinton,,,,,59
10/16/2022,Beaver,2,2,,,129
01/17/2022,Butler,61,54,169,,
11/05/2021,Chester,907,229,2267,,
05/01/2021,Bucks,2842,3387,,,
12/22/2021,Elk,31,12,72,,
07/01/2022,Westmoreland,54,17,38,82,
05/19/2022,Lebanon,16,14,22,99,
03/27/2021,Susquehanna,54,45,,,
05/11/2021,Perry,121,208,,,
05/02/2021,Luzerne,151,118,,,
07/14/2022,Allegheny,484,154,287,737,
03/15/2021,Monroe,575,384,,,
01/05/2022,Washington,207,128,384,,
01/13/2021,Erie,493,124,,,
07/23/2021,Columbia,74,106,,,
11/17/2021,Montgomery,1568,356,3555,,
02/23/2021,Lebanon,393,261,,,
05/19/2021,Clearfield,299,174,,,
11/18/2021,Allegheny,2741,554,5049,,
09/09/2022,Adams,7,2,1,,115
05/23/2022,Dauphin,39,43,63,238,
01/30/2022,Montgomery,234,332,358,,
05/03/2021,Schuylkill,259,680,,,
09/04/2021,York,223,279,46,,
01/17/2021,Montgomery,357,148,,,
03/15/2021,Chester,3771,1927,,,
10/06/2022,Northumberland,2,2,,,149
10/15/2022,Chester,17,10,,,911
06/07/2022,Westmoreland,22,25,41,150,
03/04/2021,Pike,285,88,,,
10/23/2022,Chester,5,3,,,508
05/06/2021,Lehigh,830,2269,,,
11/19/2021,Chester,1263,196,2223,,
04/15/2021,Centre,581,1366,,,
10/21/2022,Cambria,1,3,,,259
11/23/2021,Lebanon,150,61,301,,
04/25/2022,Northumberland,9,5,11,80,
09/22/2022,Out-of-State,93,48,12,,866
11/18/2022,Elk,2,1,,,21
10/25/2022,Mckean,2,3,,,113
11/17/2022,Somerset,,,,,82
06/08/2022,Out-of-State,171,66,94,43,
12/24/2021,Centre,30,8,63,,
11/13/2021,Snyder,49,12,105,,
11/20/2021,Adams,77,22,179,,
05/25/2022,Elk,5,2,9,32,
12/19/2020,Mercer,32,,,,
01/03/2021,Monroe,61,,,,
12/07/2021,Centre,172,74,871,,
08/04/2022,Lancaster,111,40,60,190,
09/16/2021,Perry,28,30,3,,
05/20/2021,Lancaster,1472,2439,,,
06/10/2021,Schuylkill,146,433,,,
10/27/2021,Juniata,16,13,104,,
05/11/2022,Dauphin,36,39,38,210,
01/25/2021,Westmoreland,922,696,,,
10/05/2021,Crawford,45,28,137,,
04/10/2021,Washington,517,1221,,,
06/13/2021,Out-of-State,204,400,,,
09/20/2022,Franklin,10,6,1,,103
04/16/2021,Huntingdon,135,441,,,
12/22/2021,Adams,112,58,340,,
11/20/2022,Lancaster,1,2,,,143
02/24/2022,Philadelphia,614,808,795,1,
12/26/2021,Westmoreland,102,95,161,,
09/11/2021,York,214,271,18,,
11/10/2021,Adams,110,31,363,,
10/01/2021,Lebanon,89,108,297,,
05/12/2022,Beaver,16,17,16,74,
08/24/2021,Lehigh,295,298,117,,
07/09/2021,Allegheny,511,826,,,
01/10/2022,Armstrong,26,27,84,,
03/14/2021,Bucks,1609,1150,,,
02/24/2022,Westmoreland,52,79,94,,
11/16/2022,Lycoming,3,1,,,111
12/01/2021,Schuylkill,189,135,1172,,
11/17/2021,Butler,273,91,592,,
05/26/2021,Fayette,138,251,,,
06/12/2021,Mifflin,60,245,,,
05/14/2021,Delaware,1964,4006,,,
03/22/2021,Jefferson,189,24,,,
10/28/2021,Crawford,52,26,130,,
06/24/2021,Beaver,111,177,,,
08/06/2021,Montgomery,763,451,,,
07/22/2021,Lancaster,320,366,,,
06/25/2022,Adams,2,4,7,11,
09/09/2022,Armstrong,3,3,,,45
05/13/2022,Carbon,2,8,17,36,
11/19/2022,Fayette,2,3,,,54
10/12/2022,Potter,,,,,28
06/20/2022,Bucks,60,70,114,187,
05/01/2022,Dauphin,16,16,13,47,
06/28/2022,Adams,9,2,13,39,
02/04/2021,Union,430,69,,,
06/18/2021,Wyoming,24,57,,,
12/20/2021,Carbon,54,30,204,,
09/22/2021,Franklin,98,94,29,,
12/27/2021,York,507,263,1184,,
02/03/2021,Armstrong,321,89,,,
11/19/2022,Cumberland,5,1,,,203
04/12/2021,Chester,2736,3593,,,
11/01/2022,Pike,2,,,,106
01/23/2022,Northampton,80,53,351,,
12/30/2021,Jefferson,29,24,87,,
12/16/2021,Blair,142,53,327,,
04/07/2021,Wayne,291,370,,,
02/07/2021,Schuylkill,293,115,,,
04/01/2022,Chester,111,189,198,789,
04/22/2021,Huntingdon,206,109,,,
04/16/2021,Lawrence,182,248,,,
08/19/2021,Washington,167,113,68,,
07/10/2021,Dauphin,120,246,,,
05/06/2022,Chester,112,135,154,689,
04/05/2021,Lawrence,203,209,,,
03/31/2021,Clearfield,376,54,,,
02/24/2021,Adams,428,394,,,
08/12/2021,Montgomery,611,585,,,
11/10/2021,Tioga,122,6,163,,
12/18/2021,Lancaster,411,222,992,,
05/20/2021,Mckean,136,129,,,
09/11/2021,Butler,60,94,22,,
12/19/2021,Out-of-State,1883,402,186,,
11/09/2021,Sullivan,4,2,32,,
08/12/2022,Mercer,9,15,10,22,
11/07/2022,Lancaster,25,24,,,836
07/15/2022,Clearfield,11,11,3,26,
12/10/2021,Snyder,28,17,92,,
04/23/2021,Montour,21,46,,,
08/24/2022,Bucks,89,73,108,90,
01/07/2021,Montgomery,2444,427,,,
05/25/2021,Lackawanna,470,518,,,
02/12/2021,Lehigh,973,1294,,,
10/13/2021,Washington,157,99,490,,
10/20/2021,Indiana,70,25,90,,
06/28/2022,Clearfield,4,9,2,16,
02/13/2022,Chester,58,235,104,,
02/19/2021,Fayette,1168,347,,,
07/20/2022,Montgomery,368,216,228,419,
03/28/2021,Adams,357,74,,,
05/19/2021,Northampton,943,1674,,,
04/18/2021,Erie,55,243,,,
02/03/2022,Fayette,42,49,62,,
01/30/2021,Monroe,182,41,,,
12/02/2021,Bucks,1126,975,2472,,
02/02/2022,Wayne,15,24,26,,
03/08/2021,Schuylkill,292,437,,,
04/21/2021,Butler,1041,805,,,
12/13/2021,Centre,173,71,410,,
03/13/2021,Westmoreland,970,1885,,,
09/21/2021,Erie,135,130,62,,
04/07/2021,Butler,850,1236,,,
06/08/2021,Beaver,209,345,,,
12/20/2020,Luzerne,177,1,,,
12/23/2020,Monroe,205,,,,
10/31/2022,Juniata,,,,,55
01/20/2022,Lebanon,97,82,195,,
02/06/2021,Dauphin,823,233,,,
02/20/2021,Berks,262,833,,,
06/18/2021,Montgomery,624,1275,,,
01/21/2021,Montgomery,4242,1090,,,
08/25/2022,Cumberland,39,31,34,36,
09/07/2021,Washington,100,145,141,,
01/18/2021,Somerset,134,122,,,
01/12/2022,Chester,791,333,1611,,
12/18/2021,Lycoming,98,71,184,,
12/31/2020,Berks,137,,,,
04/30/2021,Venango,130,171,,,
01/11/2022,Cambria,88,44,167,,
02/22/2021,Monroe,92,380,,,
07/05/2022,Carbon,6,6,3,15,
09/01/2021,Out-of-State,666,458,76,,
11/10/2021,Northumberland,90,41,562,,
02/25/2021,Mckean,125,150,,,
01/30/2021,Beaver,253,54,,,
11/14/2021,Centre,42,10,77,,
03/31/2021,Blair,289,324,,,
08/25/2021,Adams,57,84,31,,
06/04/2021,Bucks,726,2824,,,
02/10/2021,Crawford,150,12,,,
09/22/2021,Delaware,305,393,142,,
09/16/2022,Cambria,2,7,,,250
03/09/2021,Out-of-State,3787,2975,,,
10/17/2022,Schuylkill,3,1,,,180
04/18/2022,Clinton,,9,7,37,
06/15/2021,Perry,27,103,,,
05/22/2021,Northumberland,189,268,,,
04/11/2022,Chester,124,190,158,702,
11/28/2021,Columbia,17,11,38,,
02/22/2022,Montgomery,195,163,198,,
09/20/2022,Beaver,2,9,5,,213
03/11/2021,Lebanon,650,451,,,
05/27/2022,Franklin,10,21,28,82,
08/26/2021,Clarion,28,10,,,
02/10/2022,Elk,9,8,10,,
11/13/2021,Lycoming,82,21,145,,
10/20/2021,Bucks,404,276,1249,,
03/10/2021,Monroe,854,419,,,
12/30/2021,Columbia,64,44,170,,
01/05/2022,Bucks,810,335,1691,,
01/21/2022,Adams,37,34,94,,
08/09/2021,Allegheny,989,614,,,
04/01/2022,Blair,18,29,24,109,
03/29/2022,Philadelphia,260,319,416,108,
10/25/2022,Mifflin,3,5,,,75
12/17/2021,Luzerne,407,199,999,,
04/19/2021,Venango,44,42,,,
07/28/2021,Indiana,44,52,,,
12/08/2021,Snyder,34,10,123,,
03/22/2021,Sullivan,12,10,,,
02/14/2022,Snyder,10,6,11,,
10/27/2021,Lancaster,434,279,1767,,
12/16/2021,Bradford,61,15,151,,
11/10/2021,Delaware,1222,254,1977,,
12/23/2021,Beaver,143,84,282,,
07/26/2022,Montour,2,1,1,7,
08/25/2021,Bucks,536,584,206,,
06/21/2021,Erie,181,133,,,
09/27/2022,Northampton,8,7,3,,363
10/16/2021,Huntingdon,16,35,20,,
04/12/2021,Northampton,1380,1332,,,
11/20/2022,Crawford,,,,,12
11/13/2022,Luzerne,2,1,,,121
11/07/2021,Sullivan,,,2,,
07/25/2022,Cumberland,57,46,35,121,
04/02/2022,Columbia,1,7,6,25,
06/05/2021,Carbon,29,87,,,
04/14/2021,Elk,115,126,,,
07/20/2021,Mifflin,23,19,,,
01/21/2022,Cambria,78,80,160,,
11/05/2022,Indiana,,,,,42
09/14/2022,Allegheny,127,142,46,,2754
11/29/2021,Lancaster,482,304,1429,,
01/12/2022,Bucks,684,338,1543,,
11/22/2022,Schuylkill,2,,,,38
01/04/2022,Northumberland,62,48,125,,
03/16/2021,Cambria,638,654,,,
11/03/2021,Montgomery,1362,407,3556,,
02/02/2021,Northumberland,206,331,,,
10/21/2022,Fulton,,,,,25
02/25/2021,Northumberland,316,506,,,
11/04/2021,Berks,415,303,1494,,
04/16/2021,Out-of-State,3273,3963,,,
06/16/2022,Butler,12,14,21,56,
02/05/2021,Washington,762,333,,,
08/12/2022,York,35,30,62,114,
01/19/2021,Clarion,41,95,,,
06/27/2022,Bucks,156,63,123,125,
09/23/2021,Lehigh,159,203,37,,
12/09/2021,Lycoming,111,87,281,,
01/25/2021,Schuylkill,500,192,,,
08/19/2021,Susquehanna,20,22,9,,
10/14/2022,Allegheny,101,119,,,4657
10/19/2021,Clearfield,32,41,137,,
08/27/2022,Out-of-State,57,21,12,5,
10/08/2021,Butler,139,122,777,,
09/25/2021,Montgomery,407,312,553,,
01/15/2022,Monroe,99,57,167,,
11/09/2021,Bradford,51,17,166,,
01/30/2022,Delaware,215,358,260,,
06/11/2022,Delaware,61,58,71,135,
03/01/2022,Montgomery,181,170,227,,
04/29/2022,Armstrong,11,10,19,76,
09/25/2021,Carbon,15,20,18,,
09/17/2022,Montgomery,61,54,20,,1349
04/23/2021,Cumberland,1701,1722,,,
10/14/2022,Mercer,5,4,,,219
10/19/2022,Lebanon,6,1,,,369
10/13/2022,Lancaster,20,18,,,1153
12/15/2021,Northumberland,67,55,459,,
05/07/2021,Cumberland,526,1578,,,
10/13/2022,Cambria,13,9,,,291
12/09/2021,Berks,480,429,1397,,
03/30/2021,Adams,211,249,,,
10/17/2022,Blair,3,,,,222
10/16/2022,Delaware,9,4,,,516
05/10/2022,Lancaster,50,51,73,425,
11/09/2021,Columbia,48,16,200,,
01/10/2022,Crawford,46,23,63,,
06/05/2022,York,14,15,23,31,
03/29/2022,Allegheny,194,151,246,128,
08/24/2021,Lawrence,66,49,9,,
12/16/2021,Columbia,58,23,163,,
11/22/2022,Snyder,,,,,22
01/23/2022,Out-of-State,634,164,151,,
11/14/2021,Lackawanna,219,29,262,,
02/03/2021,Luzerne,1405,1127,,,
04/06/2021,Montgomery,4388,5571,,,
01/22/2021,Montgomery,3716,674,,,
11/17/2021,Out-of-State,1757,310,961,,
07/17/2021,Columbia,25,28,,,
02/12/2022,Northumberland,13,35,33,,
05/03/2022,Mifflin,9,2,9,48,
07/13/2022,Chester,269,81,135,226,
05/13/2022,Snyder,1,3,4,22,
11/17/2022,Wayne,3,4,,,47
05/17/2022,Delaware,92,100,109,390,
01/20/2022,Wayne,14,25,37,,
08/22/2022,Washington,27,21,25,22,
05/21/2022,Northampton,20,23,34,117,
12/22/2021,Cumberland,489,269,879,,
05/23/2022,Union,5,7,4,43,
04/27/2021,Northumberland,222,204,,,
09/24/2022,Huntingdon,1,,,,19
02/05/2021,Philadelphia,3573,3657,,,
10/10/2022,Westmoreland,11,11,,,757
06/19/2022,Schuylkill,4,1,1,2,
06/20/2022,Columbia,2,2,5,24,
02/16/2021,Out-of-State,3298,1617,,,
07/13/2022,Berks,47,36,39,149,
01/18/2021,Delaware,1012,324,,,
04/09/2021,Schuylkill,498,631,,,
03/29/2022,Mifflin,8,4,16,3,
11/06/2021,Mercer,79,21,96,,
11/10/2022,Montgomery,84,66,,,1760
06/16/2021,Montgomery,650,2024,,,
01/23/2021,Chester,695,424,,,
10/21/2021,Northampton,122,84,427,,
11/06/2022,Blair,1,,,,17
11/13/2022,Westmoreland,1,1,,,117
06/17/2021,Chester,361,1056,,,
11/12/2022,Lycoming,,,,,45
05/31/2022,Montgomery,107,151,526,577,
11/05/2022,Adams,,2,,,80
03/30/2021,Butler,636,1980,,,
08/05/2022,Montgomery,191,165,139,232,
07/26/2022,York,72,37,51,248,
12/13/2021,Mifflin,27,36,72,,
02/19/2022,Cumberland,67,109,55,,
06/14/2021,Luzerne,298,690,,,
04/12/2021,Sullivan,3,14,,,
06/17/2021,Bucks,402,1178,,,
04/05/2021,Pike,83,99,,,
02/02/2021,Mercer,668,236,,,
12/25/2020,Lackawanna,4,,,,
11/29/2021,Chester,758,684,1703,,
11/04/2022,Carbon,1,2,,,58
01/15/2022,Huntingdon,9,5,36,,
02/22/2022,Huntingdon,4,10,11,,
09/29/2021,Fayette,114,81,220,,
01/26/2021,Lebanon,270,170,,,
05/11/2022,Allegheny,202,258,281,1085,
01/22/2022,Schuylkill,52,21,91,,
04/30/2021,Erie,737,1231,,,
05/26/2021,Out-of-State,1062,1356,,,
09/04/2021,Bucks,282,369,92,,
05/07/2022,York,26,31,49,210,
05/13/2022,Jefferson,6,2,3,22,
08/21/2021,Out-of-State,424,270,36,,
04/12/2022,Washington,40,44,47,328,
09/19/2022,Mercer,2,1,,,154
09/07/2021,Berks,295,490,32,,
11/03/2021,York,272,244,1441,,
02/18/2021,Clinton,15,8,,,
04/18/2022,Allegheny,229,249,345,1514,
11/17/2022,Susquehanna,,,,,26
11/05/2022,Elk,8,,,,67
04/20/2022,Mercer,15,24,15,107,
02/10/2021,Franklin,415,221,,,
02/14/2022,Cambria,20,20,41,,
03/15/2021,Lackawanna,392,1114,,,
08/20/2021,Montour,33,41,34,,
05/02/2022,Out-of-State,217,117,63,100,
10/08/2022,Northumberland,,,,,56
11/24/2021,Berks,441,118,872,,
11/23/2021,Franklin,128,87,375,,
02/09/2021,Beaver,985,210,,,
08/20/2021,Erie,197,184,58,,
12/01/2021,Centre,209,426,896,,
11/16/2022,Clarion,,1,,,16
05/15/2021,Luzerne,795,621,,,
10/15/2022,Montgomery,39,30,,,1313
03/03/2022,York,81,88,114,,
01/28/2021,Chester,1969,553,,,
04/24/2022,Out-of-State,76,41,21,10,
05/29/2022,Lehigh,17,15,20,32,
11/21/2022,Lawrence,2,,,,44
05/25/2022,Crawford,11,11,16,69,
09/27/2021,Cumberland,199,118,317,,
03/15/2022,Schuylkill,11,12,31,,
11/11/2022,Cumberland,8,10,,,560
04/06/2021,Indiana,127,246,,,
01/28/2021,Delaware,2187,705,,,
11/30/2021,Montgomery,1042,1792,2879,,
10/18/2022,Carbon,2,,,,108
10/13/2021,Out-of-State,806,383,380,,
11/09/2022,Centre,5,6,,,256
12/29/2020,Delaware,1003,6,,,
10/11/2022,Out-of-State,64,31,11,,995
05/31/2022,Huntingdon,10,4,2,15,
06/21/2022,Monroe,13,16,39,82,
12/13/2021,York,439,359,1432,,
11/27/2021,Lehigh,247,487,592,,
02/05/2021,Mckean,19,31,,,
03/08/2021,Washington,875,566,,,
02/15/2022,Westmoreland,41,77,118,,
02/12/2022,Monroe,36,63,41,,
12/28/2020,Butler,265,,,,
12/05/2021,Beaver,50,57,132,,
11/01/2022,Bucks,50,34,,,1113
01/20/2021,Snyder,59,23,,,
02/14/2022,Delaware,151,215,177,,
08/06/2022,Indiana,2,,3,4,
06/23/2022,Lycoming,9,10,11,36,
01/15/2021,Schuylkill,250,24,,,
10/21/2022,Susquehanna,1,,,,57
12/29/2020,Union,79,,,,
01/18/2022,Luzerne,175,178,371,,
08/19/2021,Berks,379,341,53,,
07/19/2021,Lancaster,225,206,,,
06/12/2022,Franklin,3,,6,5,
11/02/2021,Lebanon,94,60,258,,
03/09/2021,York,1703,1497,,,
10/15/2022,Bedford,,,,,54
02/26/2021,Lehigh,1686,1625,,,
07/25/2022,Bucks,133,85,115,231,
12/06/2021,Montour,16,16,37,,
06/06/2022,Lehigh,63,53,110,315,
10/15/2021,Cumberland,179,171,335,,
04/11/2021,Washington,71,390,,,
03/18/2022,Perry,3,11,15,,
07/01/2022,Butler,43,6,15,69,
09/08/2021,Beaver,79,152,26,,
03/15/2021,Cumberland,508,672,,,
01/28/2021,Allegheny,6137,3076,,,
09/23/2022,Butler,19,13,4,,683
07/16/2021,Montour,26,23,,,
03/02/2021,Allegheny,6630,3917,,,
04/23/2021,Blair,429,549,,,
09/03/2022,Lancaster,4,13,3,,47
03/30/2021,Lebanon,1143,455,,,
11/15/2021,Blair,114,64,454,,
08/23/2021,Snyder,49,26,2,,
01/30/2022,Northampton,48,61,274,,
01/27/2022,Northumberland,38,36,49,,
09/08/2022,Montgomery,101,144,41,,1222
05/14/2021,Wyoming,125,184,,,
02/19/2021,Venango,574,35,,,
10/01/2022,Butler,4,2,,,158
01/15/2021,Mifflin,77,,,,
12/19/2021,Westmoreland,129,53,256,,
05/23/2022,Lebanon,12,15,23,129,
12/24/2020,Montgomery,527,,,,
07/12/2022,Montour,5,2,4,8,
11/17/2021,Lancaster,619,183,2269,,
06/16/2021,Cumberland,223,569,,,
04/30/2021,Luzerne,1048,1563,,,
10/20/2021,Clearfield,29,33,292,,
11/01/2021,Out-of-State,1363,298,768,,
11/18/2021,Adams,96,44,281,,
07/27/2022,York,90,36,70,262,
10/20/2021,Northumberland,25,48,207,,
07/09/2021,Lackawanna,126,189,,,
01/05/2022,Montour,25,12,151,,
10/11/2022,Union,,1,,,77
09/10/2021,Union,34,19,12,,
06/16/2021,Franklin,123,219,,,
08/31/2022,Armstrong,4,3,5,9,
08/31/2022,Erie,22,16,11,30,
12/30/2020,Venango,65,,,,
10/28/2021,Erie,266,128,1203,,
11/18/2021,Greene,20,10,214,,
04/06/2022,Allegheny,241,341,367,1626,
09/03/2021,Union,35,33,18,,
10/19/2021,Centre,85,47,252,,
10/01/2021,Westmoreland,239,243,1042,,
08/28/2021,Wyoming,18,15,5,,
02/24/2022,Fayette,19,27,31,,
08/21/2021,Dauphin,182,171,41,,
11/05/2022,Snyder,,,,,37
11/06/2022,Indiana,,,,,26
01/05/2022,Montgomery,1251,846,2571,,
05/06/2021,Lawrence,171,398,,,
12/19/2020,Union,52,,,,
12/06/2021,Erie,351,258,1015,,
07/05/2021,Bucks,213,288,,,
10/18/2022,Fulton,,,,,9
11/22/2022,York,23,11,,,388
03/06/2021,Lehigh,534,501,,,
03/12/2021,Lancaster,2036,2013,,,
02/03/2022,Montgomery,287,354,502,,
03/31/2022,Dauphin,49,67,64,271,
08/13/2021,Lackawanna,200,150,14,,
01/18/2021,Lancaster,1105,545,,,
06/21/2021,Allegheny,530,899,,,
10/24/2022,Clinton,,1,,,89
04/28/2022,Wyoming,3,4,5,12,
03/30/2021,Centre,482,337,,,
07/20/2021,Montgomery,694,460,,,
06/24/2022,Lackawanna,47,15,34,60,
02/10/2021,Union,127,51,,,
08/27/2021,Lehigh,502,489,190,,
01/23/2021,Sullivan,26,106,,,
04/29/2022,Montgomery,161,224,265,1032,
02/27/2021,Indiana,80,83,,,
01/28/2021,Westmoreland,1706,592,,,
04/30/2021,Washington,740,1081,,,
07/13/2021,Bucks,333,472,,,
04/22/2022,Berks,38,48,65,296,
09/30/2021,Luzerne,199,224,501,,
06/09/2022,Lawrence,9,9,13,30,
06/07/2021,Lancaster,496,1780,,,
02/23/2021,Northumberland,51,178,,,
03/18/2021,Cumberland,1708,1250,,,
06/06/2021,Berks,175,268,,,
01/23/2022,Lebanon,51,24,48,,
02/11/2022,Monroe,68,71,199,,
08/17/2022,Carbon,4,3,7,21,
07/25/2022,Adams,7,6,17,52,
04/26/2021,Perry,80,301,,,
05/02/2022,York,46,55,66,286,
01/12/2022,Northumberland,83,60,224,,
11/10/2021,Indiana,55,24,148,,
01/16/2022,Franklin,25,15,22,,
11/04/2022,Out-of-State,74,37,,,969
03/03/2021,Westmoreland,1711,694,,,
10/05/2022,Monroe,10,9,,,208
05/20/2021,Franklin,394,421,,,
11/21/2021,Warren,21,5,29,,
08/12/2022,Lancaster,79,41,96,146,
06/17/2022,Centre,12,14,22,61,
04/08/2022,Lebanon,12,23,27,109,
08/02/2022,Venango,3,5,3,14,
08/22/2022,Huntingdon,7,8,2,6,
03/27/2021,Greene,49,12,,,
01/22/2021,Cambria,187,16,,,
11/13/2021,Delaware,2279,193,1131,,
04/16/2022,Lehigh,32,26,49,191,
07/30/2021,Huntingdon,29,13,,,
09/02/2021,Montgomery,415,505,213,,
09/05/2021,Lackawanna,60,70,14,,
03/30/2022,Washington,15,24,47,121,
03/03/2022,Lancaster,78,92,180,,
04/15/2021,Elk,110,541,,,
05/15/2021,Monroe,381,484,,,
02/03/2021,Mercer,461,413,,,
09/22/2021,Allegheny,513,562,347,,
04/09/2022,Schuylkill,9,10,14,38,
10/12/2022,Indiana,,,,,150
10/20/2021,Philadelphia,1261,1365,1793,,
06/23/2021,Dauphin,239,407,,,
04/12/2021,Clearfield,159,419,,,
10/23/2022,Montgomery,2,7,,,768
10/12/2021,Lancaster,278,319,871,,
03/25/2021,Schuylkill,767,632,,,
04/12/2021,Washington,837,825,,,
11/13/2021,Blair,165,33,216,,
07/19/2022,Erie,43,21,32,128,
06/01/2022,Berks,45,64,68,202,
07/13/2021,Cumberland,158,238,,,
08/31/2021,Columbia,42,50,6,,
11/19/2022,Snyder,,1,,,37
11/11/2022,Tioga,3,1,,,78
10/30/2021,Northumberland,35,29,140,,
09/17/2021,Dauphin,201,277,40,,
10/27/2021,Montgomery,973,451,4056,,
05/17/2021,Bucks,1139,2158,,,
12/03/2021,Bucks,1213,865,3060,,
12/21/2020,Monroe,61,,,,
03/17/2021,Union,198,20,,,
09/19/2022,Bucks,46,44,7,,1568
10/22/2022,Montour,,,,,12
11/28/2021,Adams,29,24,55,,
01/14/2022,Northumberland,63,33,251,,
10/21/2022,Erie,18,21,,,718
06/14/2022,Tioga,9,30,7,27,
04/06/2021,Carbon,412,246,,,
