Date,County Name,Partially Vaccinated,Fully Vaccinated,First Booster Dose,Second Booster Dose,Bivalent Booster 1
05/28/2021,Venango,36,65,,,
05/28/2021,Warren,25,82,,,
03/05/2021,Pike,145,235,,,
04/03/2022,Lackawanna,17,6,12,73,
05/28/2021,Wyoming,55,78,,,
12/30/2021,Washington,218,132,561,,
12/22/2020,Montour,77,,,,
05/29/2021,Adams,91,267,,,
04/21/2021,Montour,79,77,,,
05/29/2021,Armstrong,35,49,,,
05/29/2021,Beaver,136,177,,,
05/29/2021,Bedford,12,21,,,
07/27/2022,Cumberland,56,50,48,74,
05/29/2021,Blair,55,116,,,
05/29/2021,Bradford,20,14,,,
02/12/2021,Bucks,2337,1982,,,
05/05/2022,Berks,43,70,76,293,
05/29/2021,Cambria,61,81,,,
05/29/2021,Cameron,5,2,,,
05/29/2021,Centre,105,181,,,
04/03/2022,Allegheny,111,131,130,578,
05/29/2021,Clarion,9,7,,,
05/29/2021,Clearfield,48,91,,,
06/06/2021,Beaver,34,45,,,
05/29/2021,Columbia,46,89,,,
06/01/2022,Lancaster,65,79,118,363,
01/06/2021,Centre,95,27,,,
05/29/2021,Elk,20,24,,,
05/29/2021,Fayette,66,192,,,
05/29/2021,Forest,,5,,,
05/15/2022,Washington,13,16,13,44,
05/29/2021,Greene,13,18,,,
05/29/2021,Huntingdon,14,29,,,
05/29/2021,Indiana,46,35,,,
05/29/2021,Jefferson,15,15,,,
01/13/2022,Mercer,80,54,125,,
06/21/2021,Centre,68,52,,,
07/21/2022,Chester,179,85,94,253,
05/29/2021,Lawrence,53,89,,,
03/13/2021,Susquehanna,154,108,,,
10/12/2021,Butler,114,76,505,,
12/24/2020,Cambria,114,,,,
05/29/2021,Mckean,10,39,,,
05/29/2021,Mercer,54,98,,,
04/12/2022,Pike,10,14,17,46,
02/17/2021,Centre,1015,205,,,
05/29/2021,Montour,3,13,,,
05/29/2021,Northumberland,45,98,,,
05/29/2021,Pike,42,75,,,
05/29/2021,Potter,7,5,,,
03/11/2022,Delaware,102,84,124,,
05/29/2021,Snyder,31,36,,,
05/29/2021,Somerset,11,60,,,
05/29/2021,Sullivan,5,6,,,
09/29/2021,Franklin,94,89,259,,
05/29/2021,Tioga,8,13,,,
05/29/2021,Union,14,39,,,
05/29/2021,Venango,17,23,,,
05/29/2021,Warren,19,46,,,
02/02/2022,Lawrence,29,27,41,,
06/24/2022,Lehigh,45,39,75,167,
10/18/2021,Carbon,31,37,57,,
05/29/2021,Wyoming,17,42,,,
01/28/2021,Wyoming,163,52,,,
04/04/2022,Butler,19,28,31,171,
05/30/2021,Adams,23,32,,,
07/24/2021,Berks,295,214,,,
05/30/2021,Armstrong,11,22,,,
05/30/2021,Beaver,48,42,,,
05/30/2021,Bedford,7,14,,,
12/20/2021,Greene,18,7,26,,
05/30/2021,Blair,32,26,,,
05/30/2021,Bradford,9,17,,,
05/30/2021,Butler,36,44,,,
05/30/2021,Cambria,16,15,,,
05/30/2021,Cameron,,1,,,
05/30/2021,Carbon,11,28,,,
06/06/2021,Cumberland,102,214,,,
05/30/2021,Clarion,3,7,,,
05/30/2021,Clearfield,17,15,,,
05/30/2021,Clinton,9,17,,,
02/28/2021,Pike,199,349,,,
05/30/2021,Crawford,8,13,,,
09/27/2022,Schuylkill,3,5,,,176
05/30/2021,Dauphin,129,109,,,
05/30/2021,Delaware,244,351,,,
05/30/2021,Elk,6,5,,,
05/30/2021,Erie,105,128,,,
05/30/2021,Fayette,28,48,,,
05/30/2021,Franklin,47,35,,,
05/30/2021,Fulton,,3,,,
05/30/2021,Greene,5,12,,,
05/30/2021,Huntingdon,3,10,,,
05/30/2021,Indiana,12,5,,,
05/30/2021,Jefferson,6,8,,,
05/30/2021,Juniata,8,,,,
05/30/2021,Lancaster,112,94,,,
11/06/2022,Pike,,,,,23
05/30/2021,Lebanon,34,23,,,
01/24/2021,Lackawanna,767,91,,,
02/18/2021,Bradford,135,93,,,
05/30/2021,Lycoming,11,36,,,
05/30/2021,Mckean,7,25,,,
05/30/2021,Mercer,11,44,,,
05/30/2021,Mifflin,8,13,,,
02/07/2022,Lackawanna,39,65,68,,
05/30/2021,Montgomery,392,545,,,
05/30/2021,Montour,9,2,,,
05/30/2021,Northampton,122,132,,,
05/30/2021,Northumberland,40,26,,,
05/30/2021,Perry,1,3,,,
10/21/2021,Allegheny,758,496,2642,,
05/30/2021,Pike,23,38,,,
05/30/2021,Potter,,1,,,
05/30/2021,Schuylkill,99,61,,,
05/30/2021,Snyder,12,23,,,
05/30/2021,Somerset,9,11,,,
05/30/2021,Sullivan,,2,,,
05/30/2021,Tioga,6,13,,,
11/17/2021,Northampton,230,93,816,,
05/30/2021,Venango,7,11,,,
05/30/2021,Warren,15,18,,,
04/02/2021,Montgomery,4698,6058,,,
05/30/2021,Wayne,6,15,,,
05/30/2021,Wyoming,5,17,,,
02/27/2021,Columbia,50,346,,,
05/31/2021,Adams,7,8,,,
02/12/2022,Mercer,15,15,18,,
08/31/2021,Lancaster,376,430,99,,
05/31/2021,Beaver,35,54,,,
05/31/2021,Bedford,3,6,,,
05/31/2021,Berks,93,109,,,
05/31/2021,Blair,6,19,,,
05/31/2021,Bradford,7,22,,,
05/02/2022,Blair,5,11,14,52,
05/31/2021,Butler,12,22,,,
05/31/2021,Cambria,9,28,,,
05/17/2022,Monroe,46,36,35,192,
05/31/2021,Centre,10,19,,,
05/31/2021,Chester,33,128,,,
05/31/2021,Clarion,3,10,,,
05/31/2021,Clearfield,7,28,,,
05/31/2021,Clinton,2,7,,,
05/31/2021,Columbia,4,25,,,
05/31/2021,Crawford,14,10,,,
05/31/2021,Cumberland,37,117,,,
05/31/2021,Elk,1,2,,,
05/31/2021,Erie,136,80,,,
05/31/2021,Fayette,22,30,,,
05/31/2021,Forest,,2,,,
05/31/2021,Franklin,14,25,,,
05/31/2021,Greene,6,6,,,
05/31/2021,Huntingdon,10,24,,,
05/31/2021,Indiana,8,9,,,
05/31/2021,Jefferson,1,8,,,
05/31/2021,Juniata,1,1,,,
05/24/2022,Centre,15,22,139,267,
05/31/2021,Lawrence,6,7,,,
05/31/2021,Lebanon,25,24,,,
05/31/2021,Luzerne,53,104,,,
05/31/2021,Lycoming,2,11,,,
05/31/2021,Mckean,3,15,,,
05/31/2021,Mercer,8,17,,,
05/31/2021,Mifflin,1,7,,,
05/31/2021,Monroe,17,57,,,
09/28/2021,Allegheny,899,576,2310,,
05/31/2021,Northampton,20,37,,,
05/31/2021,Northumberland,2,18,,,
05/31/2021,Perry,2,4,,,
07/21/2022,Butler,47,19,27,64,
05/31/2021,Pike,6,12,,,
05/31/2021,Potter,,1,,,
05/31/2021,Snyder,,6,,,
05/31/2021,Somerset,3,12,,,
05/31/2021,Sullivan,,5,,,
05/31/2021,Susquehanna,1,,,,
05/31/2021,Tioga,1,7,,,
05/31/2021,Union,5,9,,,
05/31/2021,Venango,3,13,,,
05/31/2021,Warren,6,23,,,
03/26/2021,Out-of-State,3679,2981,,,
05/31/2021,Wyoming,2,15,,,
05/31/2021,York,56,82,,,
01/08/2021,Union,39,125,,,
12/09/2021,Erie,369,235,872,,
06/01/2021,Armstrong,35,135,,,
04/23/2021,Washington,802,858,,,
06/01/2021,Bedford,38,44,,,
04/22/2022,Erie,49,50,43,276,
11/28/2021,Snyder,13,11,24,,
06/01/2021,Bradford,44,88,,,
10/19/2022,Fayette,4,2,,,221
11/10/2022,Lancaster,25,13,,,873
09/17/2021,Westmoreland,193,255,44,,
06/01/2021,Cameron,1,9,,,
01/30/2021,Montgomery,1669,466,,,
10/17/2022,Somerset,1,4,,,110
06/01/2021,Clarion,15,32,,,
04/04/2022,Beaver,17,31,29,146,
06/01/2021,Clinton,20,53,,,
06/01/2021,Columbia,67,134,,,
08/02/2021,Out-of-State,568,310,,,
08/02/2022,Centre,51,9,25,63,
06/01/2021,Elk,14,46,,,
11/06/2021,Chester,862,128,1328,,
06/01/2021,Fayette,78,199,,,
06/01/2021,Forest,2,40,,,
06/01/2021,Fulton,5,10,,,
06/01/2021,Greene,19,35,,,
10/21/2021,Luzerne,211,181,825,,
06/01/2021,Indiana,96,159,,,
07/16/2022,Lebanon,10,3,8,20,
06/01/2021,Juniata,11,24,,,
01/08/2021,Washington,383,223,,,
10/04/2022,Wyoming,1,,,,56
08/21/2021,Clinton,9,14,1,,
11/09/2021,Venango,97,26,171,,
06/01/2021,Mckean,32,105,,,
06/01/2021,Mercer,172,148,,,
06/01/2021,Mifflin,31,39,,,
11/14/2022,Luzerne,4,8,,,345
05/10/2021,Allegheny,1595,6843,,,
07/02/2022,Northumberland,3,4,9,13,
06/01/2021,Perry,65,118,,,
07/08/2021,Luzerne,178,361,,,
06/01/2021,Potter,5,21,,,
12/18/2021,Bucks,922,340,1387,,
06/01/2021,Snyder,35,39,,,
06/01/2021,Somerset,65,124,,,
06/01/2021,Sullivan,3,15,,,
06/01/2021,Tioga,69,123,,,
06/01/2021,Union,28,36,,,
06/01/2021,Venango,24,64,,,
06/01/2021,Warren,18,89,,,
06/01/2021,Washington,198,466,,,
10/01/2021,Columbia,40,100,140,,
07/22/2021,Clearfield,31,38,,,
06/02/2021,Adams,132,187,,,
07/19/2021,Berks,283,245,,,
04/22/2022,Cambria,28,18,39,164,
06/02/2021,Bedford,37,202,,,
02/11/2021,Chester,1815,788,,,
06/02/2021,Bradford,46,121,,,
02/17/2022,Allegheny,283,339,460,,
06/18/2021,Armstrong,40,150,,,
11/22/2022,Washington,7,2,,,97
06/02/2021,Cameron,1,11,,,
06/02/2021,Carbon,50,118,,,
06/02/2021,Centre,136,743,,,
06/02/2021,Clarion,31,68,,,
06/02/2021,Clearfield,59,83,,,
06/02/2021,Clinton,28,70,,,
06/02/2021,Columbia,51,124,,,
06/02/2021,Crawford,135,195,,,
01/29/2022,Cumberland,138,117,194,,
10/24/2021,Erie,81,45,423,,
07/17/2021,Out-of-State,279,261,,,
08/09/2022,Butler,35,15,41,51,
07/21/2022,Luzerne,48,28,45,127,
06/02/2021,Forest,1,24,,,
06/02/2021,Fulton,5,4,,,
12/29/2020,Indiana,127,,,,
12/11/2021,Mifflin,50,74,302,,
06/02/2021,Lawrence,53,86,,,
04/23/2021,Elk,43,60,,,
02/25/2022,Cumberland,82,97,135,,
06/02/2021,Lycoming,95,249,,,
06/02/2021,Mckean,13,56,,,
02/17/2022,Somerset,9,26,24,,
06/02/2021,Montour,9,7,,,
04/21/2021,Franklin,326,361,,,
06/02/2021,Northumberland,61,105,,,
11/06/2022,Greene,,,,,18
06/02/2021,Pike,67,107,,,
06/02/2021,Potter,20,11,,,
04/22/2022,York,41,76,78,355,
06/02/2021,Snyder,40,22,,,
06/02/2021,Somerset,65,76,,,
06/02/2021,Sullivan,5,11,,,
05/01/2021,Berks,1170,2081,,,
06/02/2021,Tioga,27,20,,,
06/02/2021,Union,43,20,,,
06/02/2021,Venango,26,81,,,
07/19/2021,Philadelphia,1218,1082,,,
06/02/2021,Wyoming,47,94,,,
04/23/2021,Lawrence,125,287,,,
10/12/2021,Lackawanna,160,103,404,,
01/12/2022,Centre,155,81,344,,
06/03/2021,Bedford,19,32,,,
09/20/2022,Mckean,2,2,,,91
12/18/2021,Wyoming,28,10,36,,
06/03/2021,Bradford,49,106,,,
10/10/2022,Philadelphia,370,338,403,,1971
06/03/2021,Butler,135,281,,,
06/03/2021,Cameron,1,1,,,
03/30/2021,Lycoming,294,213,,,
04/28/2021,Westmoreland,940,2310,,,
06/03/2021,Clarion,12,30,,,
06/03/2021,Clearfield,49,87,,,
06/03/2021,Clinton,43,98,,,
06/03/2021,Crawford,43,82,,,
04/04/2021,Chester,500,866,,,
09/23/2022,Chester,60,68,11,,1663
06/03/2021,Elk,9,21,,,
04/20/2021,Cambria,580,756,,,
06/03/2021,Fayette,79,173,,,
06/03/2021,Forest,4,8,,,
06/03/2021,Franklin,181,271,,,
06/03/2021,Fulton,14,9,,,
06/03/2021,Greene,12,30,,,
03/31/2021,Union,293,113,,,
06/03/2021,Indiana,57,90,,,
06/03/2021,Jefferson,26,36,,,
06/03/2021,Juniata,7,44,,,
05/08/2021,Lehigh,358,3196,,,
05/24/2021,Northumberland,93,144,,,
01/11/2021,Lackawanna,550,127,,,
11/30/2021,Centre,183,571,576,,
06/16/2021,Schuylkill,94,428,,,
07/30/2021,Perry,30,22,,,
12/15/2021,Monroe,189,85,643,,
06/03/2021,Mckean,52,69,,,
04/29/2021,Westmoreland,832,2028,,,
06/03/2021,Mifflin,19,35,,,
01/10/2021,Greene,1,,,,
05/03/2021,York,535,1899,,,
06/03/2021,Montour,19,22,,,
12/31/2020,Fayette,82,,,,
06/03/2021,Northumberland,79,152,,,
06/03/2021,Perry,26,165,,,
07/14/2021,Schuylkill,75,110,,,
06/03/2021,Pike,70,155,,,
06/03/2021,Potter,3,14,,,
03/12/2021,Out-of-State,4778,3850,,,
01/20/2021,Cambria,115,296,,,
06/03/2021,Sullivan,2,4,,,
06/03/2021,Susquehanna,31,107,,,
06/03/2021,Tioga,19,64,,,
06/03/2021,Venango,19,45,,,
06/03/2021,Warren,21,87,,,
06/03/2021,Washington,146,458,,,
10/10/2021,Northampton,46,72,68,,
06/03/2021,Wyoming,23,52,,,
10/10/2022,Juniata,,,,,24
04/25/2021,Mifflin,16,8,,,
06/04/2021,Armstrong,56,183,,,
12/03/2021,Cambria,210,147,519,,
06/04/2021,Bedford,34,63,,,
01/27/2022,Chester,350,266,594,,
06/04/2021,Bradford,58,129,,,
10/16/2022,Bucks,4,2,,,500
06/16/2022,Lebanon,12,20,31,40,
06/04/2021,Cambria,74,173,,,
06/04/2021,Cameron,4,6,,,
06/04/2021,Carbon,52,180,,,
11/22/2022,Clinton,6,,,,56
06/04/2021,Clearfield,63,136,,,
04/28/2021,Northumberland,210,185,,,
08/17/2021,Allegheny,1110,908,600,,
11/12/2022,Montour,,,,,14
11/07/2022,Mercer,3,1,,,116
06/04/2021,Forest,3,7,,,
11/03/2022,Blair,1,,,,127
06/04/2021,Fulton,17,34,,,
06/04/2021,Greene,20,64,,,
06/04/2021,Indiana,48,99,,,
06/04/2021,Jefferson,16,45,,,
02/07/2021,Lawrence,138,6,,,
02/24/2022,Allegheny,234,237,391,,
09/15/2021,Allegheny,613,719,213,,
04/13/2021,Butler,1302,834,,,
04/23/2022,Northampton,32,42,63,279,
06/04/2021,Lycoming,76,166,,,
04/02/2021,Fayette,301,352,,,
03/20/2021,Cumberland,2190,1260,,,
06/04/2021,Mifflin,22,108,,,
11/19/2021,Pike,78,35,185,,
06/04/2021,Montour,7,27,,,
06/04/2021,Northampton,317,1012,,,
06/04/2021,Northumberland,65,158,,,
06/04/2021,Perry,43,113,,,
08/09/2021,Delaware,586,413,,,
06/04/2021,Pike,62,128,,,
06/04/2021,Potter,82,113,,,
02/17/2021,Allegheny,4638,2972,,,
06/04/2021,Snyder,23,80,,,
06/04/2021,Somerset,32,103,,,
06/04/2021,Sullivan,5,11,,,
06/04/2021,Susquehanna,30,85,,,
06/04/2021,Tioga,29,77,,,
06/04/2021,Union,10,85,,,
06/04/2021,Warren,18,96,,,
02/22/2021,Somerset,110,194,,,
11/22/2022,Union,1,,,,30
06/05/2021,Adams,70,114,,,
03/05/2021,Dauphin,1666,496,,,
05/23/2022,Fayette,9,23,17,104,
04/18/2022,Mifflin,4,4,4,45,
06/05/2021,Bedford,11,41,,,
09/15/2022,Clearfield,1,,,,121
09/28/2022,Beaver,10,10,1,,282
06/05/2021,Bradford,15,73,,,
06/05/2021,Butler,71,256,,,
06/05/2021,Cambria,36,121,,,
06/05/2021,Cameron,2,6,,,
11/11/2022,Juniata,,,,,23
02/21/2022,Wyoming,3,2,11,,
06/05/2021,Clarion,7,26,,,
06/05/2021,Clearfield,21,59,,,
06/05/2021,Clinton,14,20,,,
06/05/2021,Crawford,32,63,,,
12/05/2021,York,183,149,296,,
03/26/2021,Allegheny,8770,9144,,,
06/05/2021,Elk,12,41,,,
06/05/2021,Fayette,50,183,,,
06/05/2021,Forest,1,1,,,
06/05/2021,Franklin,153,145,,,
06/05/2021,Fulton,,1,,,
06/05/2021,Greene,11,18,,,
06/05/2021,Huntingdon,14,21,,,
06/05/2021,Indiana,27,51,,,
06/05/2021,Jefferson,23,17,,,
06/05/2021,Juniata,18,77,,,
03/20/2021,Elk,15,16,,,
12/10/2021,Clearfield,65,48,181,,
01/04/2022,Elk,10,10,38,,
10/21/2022,Warren,1,1,,,49
11/19/2022,Clinton,,,,,11
06/05/2021,Mckean,17,41,,,
06/05/2021,Mercer,42,119,,,
08/30/2021,Franklin,103,130,19,,
11/11/2022,Philadelphia,243,192,257,,1213
03/31/2022,Out-of-State,290,164,82,106,
02/01/2022,Cumberland,133,142,188,,
06/05/2021,Perry,29,152,,,
02/14/2022,Schuylkill,30,32,45,,
06/05/2021,Potter,3,5,,,
06/05/2021,Schuylkill,95,193,,,
06/05/2021,Snyder,38,92,,,
12/27/2021,Montgomery,1540,632,3109,,
06/05/2021,Susquehanna,11,39,,,
06/05/2021,Tioga,9,28,,,
01/26/2021,Lancaster,861,674,,,
06/05/2021,Venango,14,59,,,
06/05/2021,Warren,12,50,,,
07/20/2021,Allegheny,879,730,,,
05/22/2021,Dauphin,702,864,,,
04/10/2021,Lycoming,558,601,,,
11/10/2022,Lawrence,7,4,,,122
05/15/2022,Lackawanna,10,6,5,39,
06/06/2021,Adams,20,84,,,
08/30/2021,Northumberland,60,70,6,,
06/06/2021,Armstrong,9,15,,,
04/19/2022,Lawrence,3,17,12,37,
06/06/2021,Bedford,4,5,,,
06/06/2021,Blair,11,30,,,
06/06/2021,Bradford,7,23,,,
08/17/2022,Chester,143,125,119,79,
06/06/2021,Butler,34,62,,,
06/06/2021,Carbon,8,16,,,
03/27/2021,Clarion,56,5,,,
09/21/2022,Allegheny,122,169,31,,3474
06/06/2021,Clarion,4,11,,,
06/06/2021,Clearfield,15,23,,,
06/06/2021,Clinton,6,15,,,
06/06/2021,Columbia,11,85,,,
06/06/2021,Crawford,23,24,,,
06/16/2021,Monroe,126,451,,,
06/06/2021,Elk,2,11,,,
06/06/2021,Erie,127,292,,,
06/06/2021,Fayette,20,48,,,
06/06/2021,Forest,,3,,,
06/06/2021,Franklin,32,50,,,
06/06/2021,Fulton,,2,,,
06/06/2021,Greene,5,5,,,
06/06/2021,Huntingdon,1,,,,
06/06/2021,Indiana,15,22,,,
06/06/2021,Jefferson,3,6,,,
06/06/2021,Juniata,2,2,,,
04/30/2021,Westmoreland,770,1572,,,
05/22/2022,Out-of-State,102,46,21,21,
06/06/2021,Lawrence,23,38,,,
06/06/2021,Lebanon,47,37,,,
07/06/2022,Lancaster,73,42,66,169,
05/07/2021,Bucks,2138,4593,,,
06/06/2021,Mckean,6,20,,,
06/06/2021,Mercer,10,21,,,
06/06/2021,Mifflin,4,16,,,
06/06/2021,Montour,5,51,,,
06/06/2021,Northampton,68,128,,,
06/06/2021,Northumberland,20,98,,,
10/20/2022,Snyder,,2,,,54
07/09/2022,Centre,8,9,11,28,
06/06/2021,Pike,30,33,,,
06/06/2021,Potter,,2,,,
12/05/2021,Mercer,41,25,79,,
06/06/2021,Snyder,9,26,,,
06/06/2021,Somerset,4,8,,,
06/06/2021,Sullivan,,3,,,
06/06/2021,Susquehanna,3,5,,,
06/06/2021,Tioga,16,218,,,
06/06/2021,Union,13,60,,,
06/06/2021,Venango,5,19,,,
06/06/2021,Warren,10,16,,,
06/06/2021,Washington,37,61,,,
06/06/2021,Wayne,14,14,,,
06/06/2021,Wyoming,6,22,,,
06/06/2021,York,104,194,,,
11/02/2022,Butler,8,5,,,418
03/29/2021,Philadelphia,5181,10066,,,
06/07/2021,Bedford,18,57,,,
12/08/2021,Armstrong,75,58,371,,
06/07/2021,Bradford,31,76,,,
03/13/2022,Out-of-State,48,21,13,,
01/29/2021,Bucks,2291,252,,,
06/07/2021,Cambria,52,103,,,
06/07/2021,Cameron,3,5,,,
10/10/2022,Bucks,37,40,11,,1633
05/12/2021,Lancaster,843,2481,,,
06/07/2021,Clarion,6,32,,,
06/07/2021,Clearfield,39,80,,,
06/07/2021,Clinton,25,50,,,
06/07/2021,Columbia,46,120,,,
08/14/2021,Blair,49,53,8,,
06/07/2021,Elk,8,7,,,
06/07/2021,Erie,137,256,,,
06/07/2021,Forest,1,7,,,
06/07/2021,Fulton,5,10,,,
06/07/2021,Greene,61,37,,,
02/11/2022,York,132,196,319,,
10/14/2022,Huntingdon,14,1,,,68
06/07/2021,Jefferson,14,42,,,
06/07/2021,Juniata,13,22,,,
05/28/2021,Dauphin,505,1007,,,
11/02/2021,Clinton,42,14,123,,
10/30/2021,Lehigh,195,106,887,,
06/07/2021,Mckean,8,29,,,
12/13/2021,Cambria,107,151,327,,
04/08/2021,Northumberland,223,732,,,
06/07/2021,Montour,14,33,,,
12/02/2021,Allegheny,2586,1539,6209,,
01/11/2021,Lehigh,2286,488,,,
06/07/2021,Perry,15,37,,,
10/18/2022,Union,,,,,94
06/07/2021,Pike,43,94,,,
06/07/2021,Potter,4,3,,,
12/18/2020,Huntingdon,19,,,,
06/07/2021,Snyder,19,52,,,
06/07/2021,Somerset,39,134,,,
06/01/2022,Schuylkill,15,19,36,141,
06/07/2021,Susquehanna,6,80,,,
06/07/2021,Tioga,14,43,,,
01/11/2021,Northumberland,85,45,,,
10/21/2021,Sullivan,2,2,7,,
06/07/2021,Warren,21,69,,,
06/07/2021,Washington,115,234,,,
06/07/2021,Wayne,30,51,,,
06/07/2021,Wyoming,31,58,,,
12/18/2020,Indiana,89,,,,
12/17/2020,Out-of-State,133,,,,
11/16/2022,Lehigh,16,19,,,354
07/12/2022,Franklin,15,10,26,42,
03/15/2021,Clearfield,63,99,,,
05/17/2022,Susquehanna,1,4,5,29,
01/07/2022,Clinton,31,15,73,,
06/08/2021,Bradford,38,96,,,
11/19/2022,Erie,3,3,,,143
01/11/2021,Franklin,131,57,,,
06/08/2021,Cameron,4,4,,,
06/08/2021,Carbon,54,111,,,
10/31/2022,Bucks,14,8,,,1298
06/17/2022,Franklin,8,7,17,43,
06/08/2021,Clarion,28,87,,,
06/08/2021,Clearfield,62,112,,,
02/02/2021,Butler,919,353,,,
06/08/2021,Columbia,57,136,,,
06/08/2021,Crawford,38,82,,,
05/20/2022,Warren,5,6,19,38,
06/08/2021,Elk,16,53,,,
06/08/2021,Fayette,83,279,,,
06/08/2021,Forest,1,7,,,
04/18/2022,Bucks,117,193,163,720,
06/08/2021,Fulton,1,10,,,
06/08/2021,Greene,13,30,,,
06/08/2021,Huntingdon,12,41,,,
08/31/2021,Montgomery,502,548,297,,
11/13/2022,Lawrence,,,,,95
10/28/2022,Perry,,,,,69
07/19/2022,Dauphin,59,30,26,108,
10/04/2022,Dauphin,14,9,2,,583
08/29/2021,Franklin,34,23,2,,
12/20/2021,Lehigh,488,223,2073,,
06/07/2022,York,28,33,70,328,
02/02/2021,Chester,691,405,,,
06/08/2021,Mckean,17,26,,,
06/08/2021,Mercer,123,193,,,
06/08/2021,Mifflin,15,52,,,
10/05/2021,Luzerne,157,189,672,,
06/08/2022,Erie,44,34,54,212,
06/08/2021,Montour,16,30,,,
06/08/2021,Northampton,259,844,,,
06/08/2021,Northumberland,77,260,,,
04/20/2022,Berks,64,83,115,477,
07/01/2022,Delaware,167,54,96,149,
06/08/2021,Pike,54,130,,,
06/08/2021,Potter,5,24,,,
04/14/2021,Centre,1245,466,,,
06/08/2021,Snyder,25,90,,,
06/08/2021,Sullivan,9,12,,,
06/08/2021,Susquehanna,11,50,,,
06/08/2021,Tioga,41,294,,,
06/08/2021,Union,34,187,,,
06/08/2021,Venango,16,58,,,
06/08/2021,Warren,17,65,,,
10/12/2022,Adams,2,1,4,,153
06/08/2021,Wayne,32,168,,,
12/27/2021,Philadelphia,2012,1079,4050,,
06/08/2021,Wyoming,34,208,,,
01/22/2021,Clearfield,455,4,,,
01/28/2021,Columbia,331,111,,,
10/02/2021,Snyder,10,20,15,,
06/09/2021,Armstrong,33,79,,,
06/09/2021,Beaver,132,262,,,
06/09/2021,Bedford,20,126,,,
04/30/2022,Bucks,69,90,103,294,
06/09/2021,Blair,69,218,,,
06/09/2021,Bradford,25,58,,,
03/23/2021,Clearfield,81,1007,,,
12/29/2021,Dauphin,378,235,723,,
06/09/2021,Cambria,82,437,,,
06/09/2021,Cameron,2,2,,,
06/09/2021,Carbon,25,129,,,
06/09/2021,Clarion,17,23,,,
06/09/2021,Clearfield,41,293,,,
06/09/2021,Clinton,13,115,,,
06/09/2021,Columbia,44,109,,,
02/19/2022,Carbon,7,7,17,,
06/09/2021,Elk,23,62,,,
06/09/2021,Fayette,87,188,,,
06/09/2021,Forest,2,5,,,
06/09/2021,Fulton,5,13,,,
12/01/2021,Lebanon,193,117,398,,
11/20/2021,Lackawanna,340,54,655,,
06/09/2021,Indiana,48,90,,,
06/09/2021,Jefferson,10,115,,,
11/17/2021,Westmoreland,513,141,1342,,
06/09/2021,Lawrence,56,90,,,
05/02/2021,Berks,248,1225,,,
04/23/2021,Delaware,3451,3689,,,
05/03/2022,Monroe,28,41,37,189,
09/22/2022,Butler,11,16,4,,331
06/09/2021,Mckean,12,27,,,
06/09/2021,Mifflin,12,46,,,
06/09/2021,Montour,7,24,,,
06/11/2021,Mercer,80,181,,,
06/09/2021,Perry,32,73,,,
04/10/2021,Blair,116,448,,,
06/09/2021,Pike,30,222,,,
06/09/2021,Potter,37,12,,,
11/27/2021,Lancaster,343,567,787,,
06/09/2021,Snyder,13,79,,,
06/09/2021,Somerset,39,137,,,
06/09/2021,Sullivan,,12,,,
06/09/2021,Susquehanna,17,134,,,
06/09/2021,Tioga,18,90,,,
11/09/2022,Blair,,2,,,142
06/09/2021,Venango,27,66,,,
06/09/2021,Warren,16,133,,,
02/15/2022,Bucks,142,198,183,,
06/09/2021,Wayne,33,108,,,
11/02/2021,Greene,35,10,137,,
06/17/2021,Mckean,153,161,,,
08/03/2022,Sullivan,,1,,1,
04/25/2021,Philadelphia,2348,1056,,,
06/10/2021,Adams,75,309,,,
12/08/2021,Cambria,92,103,361,,
01/11/2022,Montgomery,1168,564,2630,,
08/04/2022,Monroe,22,31,44,28,
06/10/2021,Bedford,23,58,,,
04/06/2021,Centre,684,1077,,,
11/29/2021,York,415,327,1267,,
06/02/2021,Susquehanna,24,138,,,
06/10/2021,Cambria,85,211,,,
06/10/2021,Cameron,6,5,,,
08/27/2021,Columbia,180,84,81,,
12/17/2021,Philadelphia,2669,1200,6523,,
06/10/2021,Clarion,21,20,,,
10/15/2021,York,290,291,857,,
06/10/2021,Clinton,26,83,,,
03/20/2021,Bucks,3159,3305,,,
07/27/2021,Mckean,57,129,,,
11/15/2022,Bradford,2,,,,43
06/10/2021,Elk,53,28,,,
06/10/2021,Erie,217,722,,,
06/10/2021,Forest,,3,,,
06/10/2021,Fulton,,1,,,
09/21/2021,Crawford,37,48,3,,
06/10/2021,Huntingdon,54,210,,,
06/10/2021,Jefferson,34,62,,,
06/10/2021,Juniata,20,74,,,
11/23/2021,Mercer,113,48,262,,
02/03/2021,Clarion,114,37,,,
12/16/2021,Luzerne,391,155,1295,,
01/26/2021,Philadelphia,2105,2021,,,
06/10/2021,Lycoming,78,218,,,
06/10/2021,Mckean,19,42,,,
06/10/2021,Monroe,213,371,,,
06/10/2021,Montour,12,20,,,
12/03/2021,Juniata,26,16,69,,
09/03/2021,Northumberland,141,105,76,,
06/10/2021,Potter,5,9,,,
06/10/2021,Snyder,24,50,,,
03/11/2021,York,1832,1444,,,
06/10/2021,Sullivan,4,16,,,
06/10/2021,Susquehanna,19,42,,,
06/10/2021,Tioga,37,37,,,
06/10/2021,Union,17,49,,,
06/10/2021,Venango,20,65,,,
